word_segment,instances,prominence
དེ་ཕྱིར་,3,0.026600461074658625
མོད་,3,0.026600461074658625
ཟས་གོས་,3,0.026600461074658625
བོར་,3,0.026600461074658625
འཛོམས་པ,3,0.026600461074658625
རིགས་པ་,3,0.026600461074658625
གདམས་པ,3,0.026600461074658625
ཉ་,3,0.026600461074658625
ལྡོག་པ་,3,0.026600461074658625
རང་དབང་,3,0.026600461074658625
སྤྱད་,3,0.026600461074658625
བླང་དོར་,3,0.026600461074658625
ཉེ་བར་,3,0.026600461074658625
ཆེ,3,0.026600461074658625
བུ་ག,3,0.026600461074658625
མགྲིན་པ་,3,0.026600461074658625
ཕུལ,3,0.026600461074658625
དུ་མ,3,0.026600461074658625
དེ་ནས་,3,0.026600461074658625
མནར་མེད་པ,3,0.026600461074658625
བཅོམ་པ་,3,0.026600461074658625
དེ་ཙམ་,3,0.026600461074658625
མང་པོ་,3,0.026600461074658625
གོང་འཕེལ་,3,0.026600461074658625
བསྲེགས་,3,0.026600461074658625
གདོན་,3,0.026600461074658625
ཕན་པ,3,0.026600461074658625
སྔགས་,3,0.026600461074658625
ཟད,3,0.026600461074658625
ཅིས་,3,0.026600461074658625
ད་ལྟ,3,0.026600461074658625
སྨྱོན་པ་,3,0.026600461074658625
རྨོངས་པ་,3,0.026600461074658625
མཚུངས་པ,3,0.026600461074658625
རེ་ཞིག་,3,0.026600461074658625
ནོར་,3,0.026600461074658625
ཐོག་མ་,3,0.026600461074658625
ལ་སོགས་པ་,3,0.026600461074658625
མཐུན་པ,3,0.026600461074658625
སླར་ཡང་,3,0.026600461074658625
ཚོར་བ་,3,0.026600461074658625
ཁྱིམ་,3,0.026600461074658625
དེ་སྲིད་,3,0.026600461074658625
བཅོམ་པ,3,0.026600461074658625
འོང་,3,0.026600461074658625
གཡུལ་ངོ,3,0.026600461074658625
ཤུགས་དྲག་,3,0.026600461074658625
